name,source,gender,wikidata,type
Hyadenpad,wikidata,,Q13511,way
Iepenlaan,wikidata,,Q131113,way
Jadestraat,wikidata,,Q175089,way
Jaspisstraat,wikidata,,Q201175,way
Javalaan,wikidata,,Q3757,way
Jeverweg,wikidata,,Q31084,way
Jupiterstraat,wikidata,,Q319,way
Kalmarweg,wikidata,,Q26345,way
Kamplaan,wikidata,,Q97635411,way
Kaskinenweg,wikidata,,Q1735037,way
Kattegat,wikidata,,Q131716,way
"Kieler Bocht",wikidata,,Q1707,way
"Kleine Beer",wikidata,,Q10478,way
Kometenstraat,wikidata,,Q3559,way
Kornalijnlaan,wikidata,,Q324369,way
Kornoeljestraat,wikidata,,Q159545,way
Kraneweg,wikidata,,Q2626241,way
Kwartsstraat,wikidata,,Q43010,way
Kweldergras,wikidata,,Q157774,way
"Laan 1940-1945",wikidata,,Q362,way
Lamsoor,wikidata,,Q27952,way
Leeuwarderstraat,wikidata,,Q25390,way
Leningradweg,wikidata,,Q656,way
Lijsterbeslaan,wikidata,,Q157964,way
Maluslaan,wikidata,,Q104819,way
Marsstraat,wikidata,,Q111,way
Melkweg,wikidata,,Q8495,way
Mercuriusstraat,wikidata,,Q308,way
Meteoorstraat,wikidata,,Q131136,way
Minervalaan,wikidata,,Q2079039,way
Mispellaan,wikidata,,Q146186,way
Morgensterlaan,wikidata,,Q313,way
Museumeiland,wikidata,,Q1542668,way
Narvikweg,wikidata,,Q59101,way
Nassaulaan,wikidata,,Q155483,way
Nassauplein,wikidata,,Q155483,way
Nassaustraat,wikidata,,Q155483,way
Neptunusstraat,wikidata,,Q332,way
"Nieuwe Blekerstraat",wikidata,,Q2169265,way
Noorderkroonstraat,wikidata,,Q10406,way
Noordzeeweg,wikidata,,Q1693,way
Oeverkruid,wikidata,,Q159718,way
Oostzeeweg,wikidata,,Q545,way
Opaalstraat,wikidata,,Q171058,way
Oranjesingel,wikidata,,Q155483,way
Oranjestraat,wikidata,,Q155483,way
Orionlaan,wikidata,,Q8860,way
Osloweg,wikidata,,Q585,way
Ossehoederstraat,wikidata,,Q8667,way
Parelstraat,wikidata,,Q43436,way
"Park Selwerd",wikidata,,Q62051401,way
Paterswoldseweg,wikidata,,Q939394,way
Pegasusstraat,wikidata,,Q8864,way
Peizerbaan,wikidata,,Q1985729,way
Peizerweg,wikidata,,Q1985729,way
Perseusstraat,wikidata,,Q10511,way
Planetenlaan,wikidata,,Q634,way
Plantsoenstraat,wikidata,,Q2626701,way
Plataanlaan,wikidata,,Q163025,way
Pleiadenlaan,wikidata,,Q13423,way
Plutolaan,wikidata,,Q339,way
Polluxstraat,wikidata,,Q13028,way
Poolsterlaan,wikidata,,Q12980,way
Populierenlaan,wikidata,,Q30456678,way
Prunusstraat,wikidata,,Q190545,way
Quintuslaan,wikidata,,Q14249619,way
Rademarkt,wikidata,,Q692003,way
Radesingel,wikidata,,Q692003,way
Ranonkelstraat,wikidata,,Q146130,way
Regulusstraat,wikidata,,Q13013,way
Ribesstraat,wikidata,,Q22691,way
Rigaweg,wikidata,,Q1773,way
Robijnstraat,wikidata,,Q43088,way
"Rode Kruislaan",wikidata,,Q7178,way
Saaksumborg,wikidata,,Q97635625,way
Saffierstraat,wikidata,,Q127583,way
Saturnuslaan,wikidata,,Q193,way
Schorpioenstraat,wikidata,,Q8865,way
Schutterspad,wikidata,,Q97638866,way
Silkeborgweg,wikidata,,Q21180,way
Siriusstraat,wikidata,,Q3409,way
Skagerrak,wikidata,,Q1695,way
Sluisbrug,wikidata,,Q100323982,way
Smaragdstraat,wikidata,,Q43513,way
Spicastraat,wikidata,,Q13008,way
Spinelstraat,wikidata,,Q191310,way
Spirealaan,wikidata,,Q148605,way
Stadhouderslaan,wikidata,,Q325380,way
Stavangerweg,wikidata,,Q26772333,way
Steenbokstraat,wikidata,,Q10535,way
Tallinnweg,wikidata,,Q1770,way
Topaasstraat,wikidata,,Q134985,way
Trondheimweg,wikidata,,Q25804,way
Turkooisstraat,wikidata,,Q165254,way
"Tweede Spoorstraat",wikidata,,Q802365,way
Uppsalaweg,wikidata,,Q25286,way
Uranusstraat,wikidata,,Q324,way
Venuslaan,wikidata,,Q313,way
Venuspad,wikidata,,Q313,way
"Verlengde Bremenweg",wikidata,,Q24879,way
Vlierstraat,wikidata,,Q131448,way
Voermanhaven,wikidata,,Q10476,way
Voermanstraat,wikidata,,Q10476,way
Vogelkersstraat,wikidata,,Q165424,way
Waldeck-Pyrmontplein,wikidata,,Q165763,way
Waldeck-Pyrmontstraat,wikidata,,Q165763,way
Wasaweg,wikidata,,Q125080,way
Watermanstraat,wikidata,,Q10576,way
Wegalaan,wikidata,,Q3427,way
Winsumerweg,wikidata,,Q9385034,way
Zadelpad,wikidata,,Q1076532,way
Zeedistel,wikidata,,Q21110,way
Zeewinde,wikidata,,Q159012,way
Zonnelaan,wikidata,,Q525,way
Zuiderkruislaan,wikidata,,Q10542,way
"""Gele Plein""",,,,way
"'t Klooster",,,,way
"1e Drift Ged. Zuiderdiep",,,,way
"2e Drift Ged. Zuiderdiep",,,,way
A,,,,way
"A.P. Fokkerstraat",,,,way
"ACM Brug",,,,way
Aalborgweg,,,,way
Aalscholver,,,,way
Abeelstraat,,,,way
Abrug,,,,way
"Achter de Barakken",,,,way
"Achter de Muur",,,,way
"Achter de Noorderkuipen",,,,way
"Achter de Wal",,,,way
Achterom,,,,way
Achterweg,,,,way
"Adriaan Pauwstraat",,,,way
Aduarderdiepsterweg,,,,way
Aduarderstraat,,,,way
Agnetapark,,,,way
Agricolastraat,,,,way
Agunnarydweg,,,,way
Akeleiweg,,,,way
Akerkhof,,,,way
Akerkstraat,,,,way
Akkerstraat,,,,way
Albertstraat,,,,way
Albrondaheerd,,,,way
Alexanderstraat,,,,way
Allersmastraat,,,,way
Almastraat,,,,way
Aluminiumstraat,,,,way
Ambonstraat,,,,way
Amkemaheerd,,,,way
Amstelstraat,,,,way
Andelstermaar,,,,way
Anemoonstraat,,,,way
Anjelierstraat,,,,way
Anker,,,,way
"Anna Paulownastraat",,,,way
Annastraat,,,,way
Antillenstraat,,,,way
"Antonius Deusinglaan",,,,way
Apoortenmolendrift,,,,way
Arduinlaan,,,,way
Arendalweg,,,,way
Arteveldestraat,,,,way
Arubastraat,,,,way
Arwerd,,,,way
Asingastraat,,,,way
Asterstraat,,,,way
Astraat,,,,way
Atensheerd,,,,way
Atjehstraat,,,,way
Atoomweg,,,,way
Aweg,,,,way
Azaleapad,,,,way
B,,,,way
Baanstraat,,,,way
Babbelaar,,,,way
Bachkade,,,,way
Badhuisplein,,,,way
Bakboordswal,,,,way
Baken,,,,way
Balistraat,,,,way
Balkgat,,,,way
Bandoengstraat,,,,way
Bangeweer,,,,way
Bankastraat,,,,way
Barestraat,,,,way
Barkmolenstraat,,,,way
Barkstraat,,,,way
Barmaheerd,,,,way
Barwerd,,,,way
Basaltstraat,,,,way
Bastion,,,,way
Bataviastraat,,,,way
Battengang,,,,way
Beckerweg,,,,way
Bedumerstraat,,,,way
Bedumerweg,,,,way
Begoniastraat,,,,way
Bekemaheerd,,,,way
Bentelaarsgang,,,,way
Bentismaheerd,,,,way
Beren,,,,way
Bergstraat,,,,way
Berilstraat,,,,way
Berkelstraat,,,,way
Bernoulliplein,,,,way
Bessemoerstraat,,,,way
Beswerd,,,,way
Beuckemaborg,,,,way
Bezettingslaan,,,,way
Bieskemaar,,,,way
Bieslookstraat,,,,way
Bietenbrug,,,,way
Billitonplein,,,,way
Billitonstraat,,,,way
Birminghamweg,,,,way
Bleekersgang,,,,way
Bleekveld,,,,way
Blekerslaan,,,,way
Bloemersmaborg,,,,way
Bloemersmatunnel,,,,way
Bloemsingel,,,,way
Bloemstraat,,,,way
"Bocht van Guinea",,,,way
Boeg,,,,way
Boeiersingel,,,,way
Boekweitstraat,,,,way
Boelemaheerd,,,,way
Boermandestraat,,,,way
Bolder,,,,way
Bonairestraat,,,,way
Boraxstraat,,,,way
Borchsingel,,,,way
Borgplein,,,,way
Borgsloot,,,,way
Borgwal,,,,way
Borgweg,,,,way
Borneoplein,,,,way
Bornstertol,,,,way
"Bosch van Rosenthalstraat",,,,way
Boterdiep,,,,way
"Boterdiep Wz",,,,way
Boteringebrug,,,,way
Boteringeplaats,,,,way
Boteringesingel,,,,way
Botermolendrift,,,,way
Boterplaats,,,,way
Bottemaheerd,,,,way
Boumaboulevard,,,,way
Boumanstraat,,,,way
Boutenspad,,,,way
Bouwerd,,,,way
Bovenstreek,,,,way
Brandenburgerstraat,,,,way
Bremerhavenweg,,,,way
Bremstraat,,,,way
Brinklaan,,,,way
Bristolweg,,,,way
Broerstraat,,,,way
Brouwersgang,,,,way
Brouwerstraat,,,,way
Brugstraat,,,,way
Bruilweering,,,,way
"Bruine Ruiterstraat",,,,way
Bunderriet,,,,way
Bunnemaheerd,,,,way
Burchtstraat,,,,way
Butjesstraat,,,,way
C,,,,way
"C.H. Petersstraat",,,,way
Calermaheerd,,,,way
Campinglaan,,,,way
Cardiffweg,,,,way
Carolieweg,,,,way
Cascadeplein,,,,way
Celebesstraat,,,,way
Ceramstraat,,,,way
Claremaheerd,,,,way
Coehoornsingel,,,,way
Concordiastraat,,,,way
Concourslaan,,,,way
Coranthijnestraat,,,,way
Cortinghlaan,,,,way
Cortinghpoort,,,,way
Courtine,,,,way
Crematoriumlaan,,,,way
Crocusstraat,,,,way
Cubastraat,,,,way
Curaçaostraat,,,,way
D,,,,way
Dahliastraat,,,,way
Damsport,,,,way
Damsterdiep,,,,way
Damsterkade,,,,way
Damsterpad,,,,way
Damsterplein,,,,relation
Damstersingel,,,,way
Damsterwaard,,,,way
Davidstraat,,,,way
"De Brink",,,,way
"De Deimten",,,,way
"De Fok",,,,way
"De Grazen",,,,way
"De Hallen",,,,way
"De Held",,,,way
"De Hoogte",,,,way
"De Hooze",,,,way
"De Kaai",,,,way
"De Koegangen",,,,way
"De Kring",,,,way
"De Laan",,,,way
"De Mudden",,,,way
"De Munster",,,,way
"De Pondermaten",,,,way
"De Sanstraat",,,,way
"De Schans",,,,way
"De Verbetering",,,,way
"De Vriendschap",,,,way
"De Vries Lamstraat",,,,way
"De Waard",,,,way
"De Zaayer",,,,way
Dek,,,,way
Deliplein,,,,way
Delistraat,,,,way
Deportatiestraat,,,,way
"Derde Drift Lopendediep",,,,way
Diephuisstraat,,,,way
Dieselstraat,,,,way
Dijkstraat,,,,way
Dillepad,,,,way
Dinkelpark,,,,way
"Dirk Huizingastraat",,,,way
Distributiestraat,,,,way
Dolhuisgang,,,,way
Dolomietstraat,,,,way
Donghornsterpad,,,,way
Donghornstertunnel,,,,way
Donkersgang,,,,way
Doornbosheerd,,,,way
Dorkwerdersluis,,,,way
Dragonstraat,,,,way
Drentselaan,,,,way
Drewerd,,,,way
Driebondsweg,,,,way
Driehovenstraat,,,,way
Drielandenpad,,,,way
Driemolendrift,,,,way
Droppingsveld,,,,way
Dublinweg,,,,way
Duikerstraat,,,,way
Duinkerkenstraat,,,,way
Duiventil,,,,way
Dukdalf,,,,way
Duurswoldlaan,,,,way
Dwarsdijkje,,,,way
Dwarsstraat,,,,way
E,,,,way
"E. Thomassen à Thuessinklaan",,,,way
Ebbingebrug,,,,way
Ebbingedwinger,,,,way
"Edo Stukje Plein",,,,way
Edzemaheerd,,,,way
Eekwerd,,,,way
Eelkemastraat,,,,way
"Eelkman Rooda Laantje",,,,way
Eelswerd,,,,way
Eemsgolaan,,,,way
Eemshavenweg,,,,way
Eemskanaal,,,,way
Eemswaard,,,,way
Eendrachtskade,,,,way
Eenrumermaar,,,,way
"Eerste Drift Spilsluizen",,,,way
"Eerste Hunzestraat",,,,way
Egyptengang,,,,way
Eilardaheerd,,,,way
Electronstraat,,,,way
"Elema's Pad",,,,way
Ellensmolen,,,,way
Elmersmastraat,,,,way
"Eltjo Ruggeweg",,,,way
Emingaheerd,,,,way
Emmasingel,,,,way
Energieweg,,,,way
Engelberterbadweg,,,,way
Engelberterweg,,,,way
Engelenmeerpad,,,,way
Engelenpoortje,,,,way
"Engelse Kamp",,,,way
"Engelse Park",,,,way
Entensgang,,,,way
Espad,,,,way
Europapad,,,,way
"Evert Harm Woltersweg",,,,way
Expositielaan,,,,way
Eyssoniusplein,,,,way
Eyssoniusstraat,,,,way
F,,,,way
Fabriekslaan,,,,way
Feldwerd,,,,way
"Fietspad Noordelijke Ringweg",,,,way
Fitterij,,,,way
Fivelgolaan,,,,way
Fivelstraat,,,,way
Flamingokade,,,,way
Flankeurspoort,,,,way
Florakade,,,,way
Floresplein,,,,way
Floresstraat,,,,way
Folkingedwarsstraat,,,,way
Folkingestraat,,,,way
Fongerspad,,,,way
Fongersplaats,,,,way
Fossemaheerd,,,,way
Framaheerd,,,,way
Frederiksplein,,,,way
Frederikstraat,,,,way
Froukemaheerd,,,,way
Fruitstraat,,,,way
Fuchsiahof,,,,way
Fultsemaheerd,,,,way
G,,,,way
Gaaikemadijk,,,,way
Gabriëlstraat,,,,way
Galkemaheerd,,,,way
Gangboord,,,,way
Ganzebloemstraat,,,,way
Ganzevoortsingel,,,,way
Gardepoort,,,,way
Garsthuizermaar,,,,way
Gasthuiskade,,,,way
Gasthuisstraatje,,,,way
"Gedempte Kattendiep",,,,way
"Gedempte Zuiderdiep",,,,way
Gelkingestraat,,,,way
Gentiaanstraat,,,,way
Geraniumhof,,,,way
"Gerard Gibcusbaan",,,,way
"Gerbrand Bakkerstraat",,,,way
Gerststraat,,,,way
Getij,,,,way
Geulstraat,,,,way
Gideonweg,,,,way
Gijzelaarslaan,,,,way
Godekenheerd,,,,way
Golfslag,,,,way
Gorechtkade,,,,way
Goudenregenplein,,,,way
Goudenregenstraat,,,,way
Goudsbloemstraat,,,,way
Grachtstraat,,,,way
Granietstraat,,,,way
Graspad,,,,way
Gratamastraat,,,,way
Grevingaheerd,,,,way
Griffeweg,,,,way
Groenendaal,,,,way
Groenesteinlaan,,,,way
Groenhof,,,,way
Grondzijl,,,,way
Grootzeil,,,,way
"Grote Appelstraat",,,,way
"Grote Gang",,,,way
"Grote Kromme Elleboog",,,,way
"Grote Kruisstraat",,,,way
"Grote Leliestraat",,,,way
"Grote Markt",,,,relation
"Grote Rozenstraat",,,,way
Grouwelerie,,,,way
Grunostraat,,,,way
Grutmolen,,,,way
Grutto,,,,way
Guichardsgang,,,,way
Guldenstraat,,,,way
Guyotplein,,,,way
Gymnasiumstraat,,,,way
H,,,,way
"H. Ridderstraat",,,,way
"H.A. Kooykerplein",,,,way
"H.L. Wichersstraat",,,,way
Haaksgang,,,,way
Haddingedwarsstraat,,,,way
Haddingestraat,,,,way
Halmstraat,,,,way
Hamburgerstraat,,,,way
Hanckemaborg,,,,way
Hanzeplein,,,,way
Hardewikerstraat,,,,way
"Harm Buiterplein",,,,way
Harmonieplein,,,,way
"Harsema's laan",,,,way
Havenstraat,,,,way
Haverkampsdrift,,,,way
Haverplein,,,,way
Heemwerd,,,,way
Heesterlaan,,,,way
Heesterpoort,,,,way
Hegepad,,,,way
Heijplaat,,,,way
Heinsiusstraat,,,,way
Helmsgang,,,,way
"Helper Brink",,,,way
"Helper Esweg",,,,way
"Helper Molenstraat",,,,way
"Helper Oostsingel",,,,way
"Helper Westsingel",,,,way
"Helper Weststraat",,,,way
Helperlinie,,,,way
Helperpark,,,,way
Helperplein,,,,way
Helperveste,,,,way
Helperweg,,,,way
Helperzoom,,,,way
Helsingborgweg,,,,way
Helwerd,,,,way
Hendrikstraat,,,,way
"Henk Cornelisstraat",,,,way
Heratemaheerd,,,,way
Herebinnensingel,,,,way
Herehof,,,,way
Herepoortenmolendrift,,,,way
Hereweg,,,,way
"Herman Bessem Pad",,,,way
Hermanstraat,,,,way
"Het Hout",,,,way
"Het Lansink",,,,way
"Het Roege Bos",,,,way
"Het Roege Pad",,,,way
"Het Want",,,,way
Heymanslaan,,,,way
Hiddemaheerd,,,,way
Hoedemakersgang,,,,way
Hoekstraat,,,,way
Hoendiep,,,,way
Hoendiepskade,,,,way
Hofstraat,,,,way
"Hoge der A",,,,way
Holmsterheerd,,,,way
Holtstek,,,,way
Hoofdweg,,,,way
Hoogeweg,,,,way
Hoogkerkerplein,,,,way
Hooglandsterpad,,,,way
Hoogstraat,,,,way
"Hoornse Pad",,,,way
"Hoornse Schans",,,,way
Hoornstraatje,,,,way
Hopmansgang,,,,way
Hornstraat,,,,way
Hortensialaan,,,,way
Houtzagersstraat,,,,way
Houwerzijlstraat,,,,way
Hovenstraat,,,,way
Huizingermaar,,,,way
Humsterlandlaan,,,,way
Hunsingolaan,,,,way
Hunzeboord,,,,way
Hyacinthstraat,,,,way
Hylkemaheerd,,,,way
I,,,,way
IJsselstraat,,,,way
Idastraat,,,,way
Illegaliteitslaan,,,,way
Industriestraat,,,,way
Invasiestraat,,,,way
Irislaan,,,,way
Isebrandtsheerd,,,,way
J,,,,way
"J. Baart de la Faillestraat",,,,way
"J.A. Feithstraat",,,,way
"J.C. Kapteynlaan",,,,way
Jaagpad,,,,way
"Jacob Catsstraat",,,,way
Jacobijnerstraat,,,,way
Jacobstraat,,,,way
Jaltadaheerd,,,,way
"James Wattstraat",,,,way
"Jan Evert Scholtenlaan",,,,way
"Jan Goeverneurstraat",,,,way
"Jan Groningerstraat",,,,way
"Jan Hissink Jansenstraat",,,,way
"Jan van Evenhuispad",,,,way
Jasmijnpad,,,,way
Jaspersgang,,,,way
Jensemaheerd,,,,way
"Joachim Altinghstraat",,,,way
Joeswerd,,,,way
"Johan de Wittstraat",,,,way
"Johannes Mulderstraat",,,,way
Jolstraat,,,,way
Jonkerstraat,,,,way
"Jopie Buiterbrug",,,,way
Jukwerd,,,,way
Jullensstraat,,,,way
Kadijk,,,,way
Kajuit,,,,way
Kaliumstraat,,,,way
Kalmoesstraat,,,,way
Kalverstraat,,,,way
Kamerlingheplein,,,,way
Kamilleweg,,,,way
Kamperfoeliestraat,,,,way
Kapelleveld,,,,way
Kardingermaar,,,,way
Kardingerplein,,,,way
Kardingerweg,,,,way
Kastanjelaan,,,,way
Kattenbrug,,,,way
Kattenhage,,,,way
Keerweer,,,,way
Kempkensberg,,,,way
Kempkenspad,,,,way
Kenwerd,,,,way
Kerklaan,,,,way
Kerkpad,,,,way
Kerkstraat,,,,way
Kervelpad,,,,way
Kettingpad,,,,way
Kiel,,,,way
Kievitstraat,,,,way
"Kijk in 't Jatbrug",,,,way
Kinderrechtenpad,,,,way
Klaprooslaan,,,,way
"Kleine Appelstraat",,,,way
"Kleine Badstraat",,,,way
"Kleine Bergstraat",,,,way
"Kleine Brandenburgerstraat",,,,way
"Kleine Butjesstraat",,,,way
"Kleine Gang",,,,way
"Kleine Gelkingestraat",,,,way
"Kleine Grachtstraat",,,,way
"Kleine Haddingestraat",,,,way
"Kleine Kromme Elleboog",,,,way
"Kleine Kruisstraat",,,,way
"Kleine Leliestraat",,,,way
"Kleine Molenstraat",,,,way
"Kleine Pelsterstraat",,,,way
"Kleine Peperstraat",,,,way
"Kleine Raamstraat",,,,way
"Kleine Rozenstraat",,,,way
"Kleine Snor",,,,way
"Kleine Sophiastraat",,,,way
"Kleine Steentilstraat",,,,way
"Kleine der A",,,,way
Kleiwerd,,,,way
Kliefdiep,,,,way
Klinkerstraat,,,,way
Klinkhamersgang,,,,way
Kloosterstraat,,,,way
Kluisgat,,,,way
Kluiverboom,,,,way
Kobaltstraat,,,,way
Koekoekplein,,,,way
Koeriersterweg,,,,way
Koerspad,,,,way
Koldingweg,,,,way
Kolendrift,,,,way
Kolendwarsstraat,,,,way
Kolfstraat,,,,way
Kombuis,,,,way
Koningsgang,,,,way
Koningslaagtepad,,,,way
Koningspoort,,,,way
Koningsweg,,,,way
Kooiweg,,,,way
Koolstraat,,,,way
Koornbrandersgang,,,,way
Kopenhagenstraat,,,,way
Koperstraat,,,,way
Korenbloemstraat,,,,way
Korenstraat,,,,way
Korfmakersgang,,,,way
Korianderweg,,,,way
Korreweg,,,,way
"Korte Nieuwstraat",,,,way
Kortestraat,,,,way
Kostersgang,,,,way
Kotkastraat,,,,way
Kotterstraat,,,,way
"Koude Gat",,,,way
Kraaienest,,,,way
Kraanvogelstraat,,,,way
Kremersheerd,,,,way
Kreupelstraat,,,,way
"Kromme Riet",,,,way
Kruidenpad,,,,way
Kruissingel,,,,way
Kruitgracht,,,,way
Kruithuisgang,,,,way
Kruitlaan,,,,way
Kruitstraat,,,,way
Kuifeend,,,,way
Kuilerstraat,,,,way
Kuiperplaats,,,,way
Kwinkenplein,,,,way
Kwintlaan,,,,way
L,,,,way
"L.J. Zielstraweg",,,,way
"Laan Corpus den Hoorn",,,,way
"Laan naar 't Klooster'",,,,way
"Laan van de Vrede",,,,way
"Laan van de Vrijheid",,,,way
"Lage der A",,,,way
Landleven,,,,way
Landstraat,,,,way
Langestraat,,,,way
Langewoldlaan,,,,way
Langezijde,,,,way
Langszij,,,,way
Laskwerd,,,,way
Laurierstraat,,,,way
Lauwersstraat,,,,way
Lavendelweg,,,,way
Leedsweg,,,,way
Leegeweg,,,,way
Leeuwenburgstraat,,,,way
Leisteenstraat,,,,way
Lekstraat,,,,way
Leliesingel,,,,way
Lepelaar,,,,way
Lichtboei,,,,way
Lierstraat,,,,way
Lijnbaanstraat,,,,way
Lijzijde,,,,way
Lindenhof,,,,way
Lindenlaan,,,,way
Lingestraat,,,,way
Linnaeusplein,,,,way
Lintdal,,,,way
Lintweg,,,,way
Lissabonstraat,,,,way
Liverpoolweg,,,,way
Loefzijde,,,,way
Londenweg,,,,way
Loopplank,,,,way
"Lopende Diep",,,,way
Loppersummergang,,,,way
Lübeckweg,,,,way
Ludemaborg,,,,way
Lunettenhof,,,,way
Lutkenieuwstraat,,,,way
M,,,,way
Maagdenbrug,,,,way
Maaslaan,,,,way
Madeliefstraat,,,,way
Madijk,,,,way
Madijkerbaan,,,,way
Madoerastraat,,,,way
"Magna Petestraat",,,,way
Magnesiumlaan,,,,way
Magnoliastraat,,,,way
Maisstraat,,,,way
Malmöweg,,,,way
Manchesterweg,,,,way
Mangaanstraat,,,,way
"Maple Leafpad",,,,way
Marjoleinstraat,,,,way
Marktstraat,,,,way
Marmerstraat,,,,way
Marnelaan,,,,way
Marowijnestraat,,,,way
Martenstraat,,,,way
Martinikerkhof,,,,way
Marwixhof,,,,way
Marwixkade,,,,way
Marwixstraat,,,,way
Mast,,,,way
Matsloot,,,,way
Medanstraat,,,,way
Meedenpad,,,,way
Meerpaal,,,,way
Meerstadlaan,,,,way
Meeuwerderbaan,,,,way
Meeuwerderpad,,,,way
Meeuwerderweg,,,,way
Meidoornpad,,,,way
Melisseweg,,,,way
Melsemaheerd,,,,way
Menadostraat,,,,way
Menkemaheerd,,,,way
Merelstraat,,,,way
Mergelstraat,,,,way
Merwedestraat,,,,way
Metaallaan,,,,way
Mezenplein,,,,way
Middelberterweg,,,,way
Middenstraat,,,,way
Middenweg,,,,way
Midscheeps,,,,way
Mimosastraat,,,,way
Moermanskweg,,,,way
Moeskersgang,,,,way
Moesstraat,,,,way
Molenstreek,,,,way
Moltplaats,,,,way
Molukkenpad,,,,way
Molukkenstraat,,,,way
Monnikhof,,,,way
Mooiland,,,,way
Mozartstraat,,,,way
Mudaheerd,,,,way
Munnekeholm,,,,way
Munsterheerd,,,,way
Munsterstraatje,,,,way
Muntinghbrug,,,,way
Museumstraat,,,,way
Mussengang,,,,way
"Mutua Fidesstraat",,,,way
Muurstraat,,,,way
N,,,,way
Naberstraat,,,,way
Nachtegaalstraat,,,,way
Nadorstplein,,,,way
Nanningapad,,,,way
Narcisstraat,,,,way
Natriumstraat,,,,way
"Natte brug",,,,way
